state_id,year,rand,get_out_vote_year,get_out_vote_states,turnout
10,2006,0.31265222929091463,1,1,0.4126522292909146
11,2000,0.4302518529633376,0,1,0.4302518529633376
12,2002,0.4082356465452216,0,1,0.4082356465452216
13,2004,0.35888693693447116,1,1,0.45888693693447113
14,2006,0.35234647747262254,1,1,0.4523464774726226
15,2000,0.4173995331677973,0,1,0.4173995331677973
16,2002,0.38553250670233163,0,1,0.38553250670233163
17,2004,0.36495928044094333,1,1,0.46495928044094337
18,2006,0.35800634324718617,1,1,0.45800634324718614
19,2000,0.4113833147881143,0,1,0.4113833147881143
20,2002,0.37604223614727655,0,1,0.37604223614727655
21,2004,0.3117870035097239,1,1,0.41178700350972386
22,2006,0.32029081276953025,1,1,0.4202908127695303
23,2000,0.3868371796048905,0,1,0.3868371796048905
24,2002,0.3694402247169878,0,1,0.3694402247169878
25,2004,0.38158731553156017,1,1,0.4815873155315602
26,2006,0.30983809233248455,1,0,0.30983809233248455
27,2000,0.40386121022787136,0,0,0.40386121022787136
28,2002,0.3773207000075755,0,0,0.3773207000075755
29,2004,0.3733025090781898,1,0,0.3733025090781898
30,2006,0.3179214667888224,1,0,0.3179214667888224
31,2000,0.417815368463808,0,0,0.417815368463808
32,2002,0.3258778891327442,0,0,0.3258778891327442
33,2004,0.34617183518012884,1,0,0.34617183518012884
34,2006,0.31740520362702423,1,0,0.31740520362702423
35,2000,0.4018604440650393,0,0,0.4018604440650393
36,2002,0.3678800044553113,0,0,0.3678800044553113
37,2004,0.3660783324495558,1,0,0.3660783324495558
38,2006,0.34326352376644004,1,0,0.34326352376644004
39,2000,0.37360605508591116,0,0,0.37360605508591116
40,2002,0.381746906509557,0,0,0.381746906509557
41,2004,0.3112715153753825,1,0,0.3112715153753825
42,2006,0.3048950630985037,1,0,0.3048950630985037
43,2000,0.3926134579619709,0,0,0.3926134579619709
44,2002,0.3601130692456534,0,0,0.3601130692456534
45,2004,0.33936530857814895,1,0,0.33936530857814895
46,2006,0.3087969766471077,1,0,0.3087969766471077
47,2000,0.39931716938559353,0,0,0.39931716938559353
48,2002,0.394032608325887,0,0,0.394032608325887
49,2004,0.3657343589563763,1,0,0.3657343589563763
50,2006,0.3099708627272579,1,0,0.3099708627272579
